timestamp,name,family,freq,params,rationale
2026-08-04T22:19:36,tsmom_gen_234d,A,M,"{""lookback_days"": 234}",Trend (generated): sign of the trailing 234-day return.
2026-08-04T22:19:36,turn_of_month_gen_5_3,C,D,"{""first_n"": 5, ""last_n"": 3}","Calendar (generated): turn-of-month window, first 5 + last 3 trading days."
2026-08-04T22:19:36,low_vol_xsec_gen_112d,D,M,"{""vol_window"": 112}",Defensive anomaly (generated): BAB-lite split using a 112-day vol-ranking window.
2026-08-04T22:19:36,donchian_gen_11d,I,D,"{""window"": 11}","Breakout (generated): long a new 11-day high, short a new 11-day low."
2026-08-04T22:19:36,tsmom_gen_162d,A,M,"{""lookback_days"": 162}",Trend (generated): sign of the trailing 162-day return.
2026-08-04T22:19:36,turn_of_month_gen_6_6,C,D,"{""first_n"": 6, ""last_n"": 6}","Calendar (generated): turn-of-month window, first 6 + last 6 trading days."
2026-08-05T22:17:43,tsmom_gen_198d,A,M,"{""lookback_days"": 198}",Trend (generated): sign of the trailing 198-day return.
2026-08-05T22:17:43,turn_of_month_gen_3_6,C,D,"{""first_n"": 3, ""last_n"": 6}","Calendar (generated): turn-of-month window, first 3 + last 6 trading days."
2026-08-05T22:17:43,low_vol_xsec_gen_124d,D,M,"{""vol_window"": 124}",Defensive anomaly (generated): BAB-lite split using a 124-day vol-ranking window.
2026-08-05T22:17:43,donchian_gen_115d,I,D,"{""window"": 115}","Breakout (generated): long a new 115-day high, short a new 115-day low."
2026-08-05T22:17:43,tsmom_gen_284d,A,M,"{""lookback_days"": 284}",Trend (generated): sign of the trailing 284-day return.
2026-08-05T22:17:43,turn_of_month_gen_8_4,C,D,"{""first_n"": 8, ""last_n"": 4}","Calendar (generated): turn-of-month window, first 8 + last 4 trading days."
2026-08-05T22:17:43,low_vol_xsec_gen_84d,D,M,"{""vol_window"": 84}",Defensive anomaly (generated): BAB-lite split using a 84-day vol-ranking window.
2026-08-05T22:17:43,donchian_gen_72d,I,D,"{""window"": 72}","Breakout (generated): long a new 72-day high, short a new 72-day low."
2026-08-05T22:17:43,tsmom_gen_252d,A,M,"{""lookback_days"": 252}",Trend (generated): sign of the trailing 252-day return.
2026-08-05T22:17:43,turn_of_month_gen_1_4,C,D,"{""first_n"": 1, ""last_n"": 4}","Calendar (generated): turn-of-month window, first 1 + last 4 trading days."
2026-08-05T22:17:43,low_vol_xsec_gen_20d,D,M,"{""vol_window"": 20}",Defensive anomaly (generated): BAB-lite split using a 20-day vol-ranking window.
2026-08-05T22:17:43,donchian_gen_60d,I,D,"{""window"": 60}","Breakout (generated): long a new 60-day high, short a new 60-day low."
2026-08-05T22:17:43,tsmom_gen_388d,A,M,"{""lookback_days"": 388}",Trend (generated): sign of the trailing 388-day return.
2026-08-05T22:17:43,turn_of_month_gen_2_5,C,D,"{""first_n"": 2, ""last_n"": 5}","Calendar (generated): turn-of-month window, first 2 + last 5 trading days."
2026-08-05T22:17:43,low_vol_xsec_gen_75d,D,M,"{""vol_window"": 75}",Defensive anomaly (generated): BAB-lite split using a 75-day vol-ranking window.
2026-08-05T22:17:43,donchian_gen_100d,I,D,"{""window"": 100}","Breakout (generated): long a new 100-day high, short a new 100-day low."
2026-08-05T22:17:43,tsmom_gen_123d,A,M,"{""lookback_days"": 123}",Trend (generated): sign of the trailing 123-day return.
2026-08-05T22:17:43,turn_of_month_gen_6_7,C,D,"{""first_n"": 6, ""last_n"": 7}","Calendar (generated): turn-of-month window, first 6 + last 7 trading days."
2026-08-05T22:17:43,low_vol_xsec_gen_51d,D,M,"{""vol_window"": 51}",Defensive anomaly (generated): BAB-lite split using a 51-day vol-ranking window.
2026-08-05T22:17:43,donchian_gen_53d,I,D,"{""window"": 53}","Breakout (generated): long a new 53-day high, short a new 53-day low."
2026-08-07T01:02:19,tsmom_gen_236d,A,M,"{""lookback_days"": 236}",Trend (generated): sign of the trailing 236-day return.
2026-08-07T01:02:19,turn_of_month_gen_2_1,C,D,"{""first_n"": 2, ""last_n"": 1}","Calendar (generated): turn-of-month window, first 2 + last 1 trading days."
2026-08-07T01:02:19,low_vol_xsec_gen_59d,D,M,"{""vol_window"": 59}",Defensive anomaly (generated): BAB-lite split using a 59-day vol-ranking window.
2026-08-07T01:02:19,donchian_gen_32d,I,D,"{""window"": 32}","Breakout (generated): long a new 32-day high, short a new 32-day low."
2026-08-07T01:02:19,tsmom_gen_483d,A,M,"{""lookback_days"": 483}",Trend (generated): sign of the trailing 483-day return.
2026-08-07T01:02:19,turn_of_month_gen_7_8,C,D,"{""first_n"": 7, ""last_n"": 8}","Calendar (generated): turn-of-month window, first 7 + last 8 trading days."
2026-08-07T01:02:19,low_vol_xsec_gen_61d,D,M,"{""vol_window"": 61}",Defensive anomaly (generated): BAB-lite split using a 61-day vol-ranking window.
2026-08-07T01:02:19,donchian_gen_62d,I,D,"{""window"": 62}","Breakout (generated): long a new 62-day high, short a new 62-day low."
2026-08-07T01:02:19,tsmom_gen_168d,A,M,"{""lookback_days"": 168}",Trend (generated): sign of the trailing 168-day return.
2026-08-07T01:02:19,turn_of_month_gen_3_2,C,D,"{""first_n"": 3, ""last_n"": 2}","Calendar (generated): turn-of-month window, first 3 + last 2 trading days."
2026-08-07T01:02:19,low_vol_xsec_gen_42d,D,M,"{""vol_window"": 42}",Defensive anomaly (generated): BAB-lite split using a 42-day vol-ranking window.
2026-08-07T01:02:19,donchian_gen_47d,I,D,"{""window"": 47}","Breakout (generated): long a new 47-day high, short a new 47-day low."
2026-08-07T01:02:19,tsmom_gen_83d,A,M,"{""lookback_days"": 83}",Trend (generated): sign of the trailing 83-day return.
2026-08-07T01:02:19,turn_of_month_gen_2_4,C,D,"{""first_n"": 2, ""last_n"": 4}","Calendar (generated): turn-of-month window, first 2 + last 4 trading days."
2026-08-07T01:02:19,low_vol_xsec_gen_132d,D,M,"{""vol_window"": 132}",Defensive anomaly (generated): BAB-lite split using a 132-day vol-ranking window.
2026-08-07T01:02:19,donchian_gen_116d,I,D,"{""window"": 116}","Breakout (generated): long a new 116-day high, short a new 116-day low."
2026-08-07T01:02:19,tsmom_gen_148d,A,M,"{""lookback_days"": 148}",Trend (generated): sign of the trailing 148-day return.
2026-08-07T01:02:19,turn_of_month_gen_4_7,C,D,"{""first_n"": 4, ""last_n"": 7}","Calendar (generated): turn-of-month window, first 4 + last 7 trading days."
2026-08-07T01:02:19,low_vol_xsec_gen_24d,D,M,"{""vol_window"": 24}",Defensive anomaly (generated): BAB-lite split using a 24-day vol-ranking window.
2026-08-07T01:02:19,donchian_gen_94d,I,D,"{""window"": 94}","Breakout (generated): long a new 94-day high, short a new 94-day low."
2026-08-07T21:49:15,tsmom_gen_64d,A,M,"{""lookback_days"": 64}",Trend (generated): sign of the trailing 64-day return.
2026-08-07T21:49:15,turn_of_month_gen_3_5,C,D,"{""first_n"": 3, ""last_n"": 5}","Calendar (generated): turn-of-month window, first 3 + last 5 trading days."
2026-08-07T21:49:15,low_vol_xsec_gen_120d,D,M,"{""vol_window"": 120}",Defensive anomaly (generated): BAB-lite split using a 120-day vol-ranking window.
2026-08-07T21:49:15,donchian_gen_28d,I,D,"{""window"": 28}","Breakout (generated): long a new 28-day high, short a new 28-day low."
2026-08-07T21:49:15,tsmom_gen_120d,A,M,"{""lookback_days"": 120}",Trend (generated): sign of the trailing 120-day return.
2026-08-07T21:49:15,turn_of_month_gen_1_7,C,D,"{""first_n"": 1, ""last_n"": 7}","Calendar (generated): turn-of-month window, first 1 + last 7 trading days."
2026-08-07T21:49:15,low_vol_xsec_gen_70d,D,M,"{""vol_window"": 70}",Defensive anomaly (generated): BAB-lite split using a 70-day vol-ranking window.
2026-08-07T21:49:15,donchian_gen_87d,I,D,"{""window"": 87}","Breakout (generated): long a new 87-day high, short a new 87-day low."
2026-08-07T21:49:15,tsmom_gen_63d,A,M,"{""lookback_days"": 63}",Trend (generated): sign of the trailing 63-day return.
2026-08-07T21:49:15,turn_of_month_gen_2_2,C,D,"{""first_n"": 2, ""last_n"": 2}","Calendar (generated): turn-of-month window, first 2 + last 2 trading days."
2026-08-07T21:49:15,low_vol_xsec_gen_97d,D,M,"{""vol_window"": 97}",Defensive anomaly (generated): BAB-lite split using a 97-day vol-ranking window.
2026-08-07T21:49:15,donchian_gen_56d,I,D,"{""window"": 56}","Breakout (generated): long a new 56-day high, short a new 56-day low."
2026-08-07T21:49:15,tsmom_gen_368d,A,M,"{""lookback_days"": 368}",Trend (generated): sign of the trailing 368-day return.
2026-08-07T21:49:15,turn_of_month_gen_2_3,C,D,"{""first_n"": 2, ""last_n"": 3}","Calendar (generated): turn-of-month window, first 2 + last 3 trading days."
2026-08-07T21:49:15,low_vol_xsec_gen_85d,D,M,"{""vol_window"": 85}",Defensive anomaly (generated): BAB-lite split using a 85-day vol-ranking window.
2026-08-07T21:49:15,donchian_gen_21d,I,D,"{""window"": 21}","Breakout (generated): long a new 21-day high, short a new 21-day low."
2026-08-07T21:49:15,tsmom_gen_184d,A,M,"{""lookback_days"": 184}",Trend (generated): sign of the trailing 184-day return.
2026-08-07T21:49:15,turn_of_month_gen_4_4,C,D,"{""first_n"": 4, ""last_n"": 4}","Calendar (generated): turn-of-month window, first 4 + last 4 trading days."
2026-08-07T21:49:15,low_vol_xsec_gen_21d,D,M,"{""vol_window"": 21}",Defensive anomaly (generated): BAB-lite split using a 21-day vol-ranking window.
2026-08-07T21:49:15,donchian_gen_37d,I,D,"{""window"": 37}","Breakout (generated): long a new 37-day high, short a new 37-day low."
2026-08-08T21:38:47,tsmom_gen_17d,A,M,"{""lookback_days"": 17}",Trend (generated): sign of the trailing 17-day return.
2026-08-08T21:38:47,turn_of_month_gen_3_7,C,D,"{""first_n"": 3, ""last_n"": 7}","Calendar (generated): turn-of-month window, first 3 + last 7 trading days."
2026-08-08T21:38:47,low_vol_xsec_gen_102d,D,M,"{""vol_window"": 102}",Defensive anomaly (generated): BAB-lite split using a 102-day vol-ranking window.
2026-08-08T21:38:47,donchian_gen_57d,I,D,"{""window"": 57}","Breakout (generated): long a new 57-day high, short a new 57-day low."
2026-08-08T21:38:47,tsmom_gen_69d,A,M,"{""lookback_days"": 69}",Trend (generated): sign of the trailing 69-day return.
2026-08-08T21:38:47,turn_of_month_gen_1_8,C,D,"{""first_n"": 1, ""last_n"": 8}","Calendar (generated): turn-of-month window, first 1 + last 8 trading days."
2026-08-08T21:38:47,low_vol_xsec_gen_178d,D,M,"{""vol_window"": 178}",Defensive anomaly (generated): BAB-lite split using a 178-day vol-ranking window.
2026-08-08T21:38:47,donchian_gen_117d,I,D,"{""window"": 117}","Breakout (generated): long a new 117-day high, short a new 117-day low."
2026-08-08T21:38:47,tsmom_gen_386d,A,M,"{""lookback_days"": 386}",Trend (generated): sign of the trailing 386-day return.
2026-08-08T21:38:47,turn_of_month_gen_8_3,C,D,"{""first_n"": 8, ""last_n"": 3}","Calendar (generated): turn-of-month window, first 8 + last 3 trading days."
2026-08-08T21:38:47,low_vol_xsec_gen_40d,D,M,"{""vol_window"": 40}",Defensive anomaly (generated): BAB-lite split using a 40-day vol-ranking window.
2026-08-08T21:38:47,donchian_gen_76d,I,D,"{""window"": 76}","Breakout (generated): long a new 76-day high, short a new 76-day low."
2026-08-08T21:38:47,tsmom_gen_223d,A,M,"{""lookback_days"": 223}",Trend (generated): sign of the trailing 223-day return.
2026-08-08T21:38:47,turn_of_month_gen_5_4,C,D,"{""first_n"": 5, ""last_n"": 4}","Calendar (generated): turn-of-month window, first 5 + last 4 trading days."
2026-08-08T21:38:47,low_vol_xsec_gen_176d,D,M,"{""vol_window"": 176}",Defensive anomaly (generated): BAB-lite split using a 176-day vol-ranking window.
2026-08-08T21:38:47,donchian_gen_110d,I,D,"{""window"": 110}","Breakout (generated): long a new 110-day high, short a new 110-day low."
2026-08-08T21:38:47,tsmom_gen_410d,A,M,"{""lookback_days"": 410}",Trend (generated): sign of the trailing 410-day return.
2026-08-08T21:38:47,turn_of_month_gen_7_6,C,D,"{""first_n"": 7, ""last_n"": 6}","Calendar (generated): turn-of-month window, first 7 + last 6 trading days."
2026-08-08T21:38:47,low_vol_xsec_gen_79d,D,M,"{""vol_window"": 79}",Defensive anomaly (generated): BAB-lite split using a 79-day vol-ranking window.
2026-08-08T21:38:47,donchian_gen_36d,I,D,"{""window"": 36}","Breakout (generated): long a new 36-day high, short a new 36-day low."
2026-08-09T21:40:49,tsmom_gen_482d,A,M,"{""lookback_days"": 482}",Trend (generated): sign of the trailing 482-day return.
2026-08-09T21:40:49,turn_of_month_gen_4_2,C,D,"{""first_n"": 4, ""last_n"": 2}","Calendar (generated): turn-of-month window, first 4 + last 2 trading days."
2026-08-09T21:40:49,low_vol_xsec_gen_150d,D,M,"{""vol_window"": 150}",Defensive anomaly (generated): BAB-lite split using a 150-day vol-ranking window.
2026-08-09T21:40:49,donchian_gen_33d,I,D,"{""window"": 33}","Breakout (generated): long a new 33-day high, short a new 33-day low."
2026-08-09T21:40:49,tsmom_gen_147d,A,M,"{""lookback_days"": 147}",Trend (generated): sign of the trailing 147-day return.
2026-08-09T21:40:49,low_vol_xsec_gen_148d,D,M,"{""vol_window"": 148}",Defensive anomaly (generated): BAB-lite split using a 148-day vol-ranking window.
2026-08-09T21:40:49,donchian_gen_79d,I,D,"{""window"": 79}","Breakout (generated): long a new 79-day high, short a new 79-day low."
2026-08-09T21:40:49,tsmom_gen_362d,A,M,"{""lookback_days"": 362}",Trend (generated): sign of the trailing 362-day return.
2026-08-09T21:40:49,turn_of_month_gen_4_3,C,D,"{""first_n"": 4, ""last_n"": 3}","Calendar (generated): turn-of-month window, first 4 + last 3 trading days."
2026-08-09T21:40:49,low_vol_xsec_gen_58d,D,M,"{""vol_window"": 58}",Defensive anomaly (generated): BAB-lite split using a 58-day vol-ranking window.
2026-08-09T21:40:49,donchian_gen_88d,I,D,"{""window"": 88}","Breakout (generated): long a new 88-day high, short a new 88-day low."
2026-08-09T21:40:49,tsmom_gen_353d,A,M,"{""lookback_days"": 353}",Trend (generated): sign of the trailing 353-day return.
2026-08-09T21:40:49,low_vol_xsec_gen_155d,D,M,"{""vol_window"": 155}",Defensive anomaly (generated): BAB-lite split using a 155-day vol-ranking window.
2026-08-09T21:40:49,donchian_gen_39d,I,D,"{""window"": 39}","Breakout (generated): long a new 39-day high, short a new 39-day low."
2026-08-09T21:40:49,tsmom_gen_385d,A,M,"{""lookback_days"": 385}",Trend (generated): sign of the trailing 385-day return.
2026-08-09T21:40:49,low_vol_xsec_gen_94d,D,M,"{""vol_window"": 94}",Defensive anomaly (generated): BAB-lite split using a 94-day vol-ranking window.
2026-08-09T21:40:49,donchian_gen_107d,I,D,"{""window"": 107}","Breakout (generated): long a new 107-day high, short a new 107-day low."
2026-08-09T21:40:49,tsmom_gen_170d,A,M,"{""lookback_days"": 170}",Trend (generated): sign of the trailing 170-day return.
2026-08-09T21:40:49,low_vol_xsec_gen_81d,D,M,"{""vol_window"": 81}",Defensive anomaly (generated): BAB-lite split using a 81-day vol-ranking window.
2026-08-09T21:40:49,donchian_gen_101d,I,D,"{""window"": 101}","Breakout (generated): long a new 101-day high, short a new 101-day low."
2026-08-10T21:51:49,tsmom_gen_196d,A,M,"{""lookback_days"": 196}",Trend (generated): sign of the trailing 196-day return.
2026-08-10T21:51:49,low_vol_xsec_gen_126d,D,M,"{""vol_window"": 126}",Defensive anomaly (generated): BAB-lite split using a 126-day vol-ranking window.
2026-08-10T21:51:49,donchian_gen_75d,I,D,"{""window"": 75}","Breakout (generated): long a new 75-day high, short a new 75-day low."
2026-08-10T21:51:49,tsmom_gen_487d,A,M,"{""lookback_days"": 487}",Trend (generated): sign of the trailing 487-day return.
2026-08-10T21:51:49,low_vol_xsec_gen_62d,D,M,"{""vol_window"": 62}",Defensive anomaly (generated): BAB-lite split using a 62-day vol-ranking window.
2026-08-10T21:51:49,donchian_gen_98d,I,D,"{""window"": 98}","Breakout (generated): long a new 98-day high, short a new 98-day low."
2026-08-10T21:51:49,tsmom_gen_351d,A,M,"{""lookback_days"": 351}",Trend (generated): sign of the trailing 351-day return.
2026-08-10T21:51:49,low_vol_xsec_gen_63d,D,M,"{""vol_window"": 63}",Defensive anomaly (generated): BAB-lite split using a 63-day vol-ranking window.
2026-08-10T21:51:49,donchian_gen_13d,I,D,"{""window"": 13}","Breakout (generated): long a new 13-day high, short a new 13-day low."
2026-08-10T21:51:49,tsmom_gen_43d,A,M,"{""lookback_days"": 43}",Trend (generated): sign of the trailing 43-day return.
2026-08-10T21:51:49,low_vol_xsec_gen_77d,D,M,"{""vol_window"": 77}",Defensive anomaly (generated): BAB-lite split using a 77-day vol-ranking window.
2026-08-10T21:51:49,donchian_gen_44d,I,D,"{""window"": 44}","Breakout (generated): long a new 44-day high, short a new 44-day low."
2026-08-10T21:51:49,tsmom_gen_37d,A,M,"{""lookback_days"": 37}",Trend (generated): sign of the trailing 37-day return.
2026-08-10T21:51:49,low_vol_xsec_gen_157d,D,M,"{""vol_window"": 157}",Defensive anomaly (generated): BAB-lite split using a 157-day vol-ranking window.
2026-08-10T21:51:49,donchian_gen_86d,I,D,"{""window"": 86}","Breakout (generated): long a new 86-day high, short a new 86-day low."
2026-08-10T21:51:49,tsmom_gen_311d,A,M,"{""lookback_days"": 311}",Trend (generated): sign of the trailing 311-day return.
2026-08-10T21:51:49,low_vol_xsec_gen_107d,D,M,"{""vol_window"": 107}",Defensive anomaly (generated): BAB-lite split using a 107-day vol-ranking window.
2026-08-10T21:51:49,donchian_gen_40d,I,D,"{""window"": 40}","Breakout (generated): long a new 40-day high, short a new 40-day low."
2026-08-10T21:51:49,tsmom_gen_275d,A,M,"{""lookback_days"": 275}",Trend (generated): sign of the trailing 275-day return.
2026-08-10T21:51:49,low_vol_xsec_gen_168d,D,M,"{""vol_window"": 168}",Defensive anomaly (generated): BAB-lite split using a 168-day vol-ranking window.
2026-08-11T21:57:32,tsmom_gen_341d,A,M,"{""lookback_days"": 341}",Trend (generated): sign of the trailing 341-day return.
2026-08-11T21:57:32,low_vol_xsec_gen_26d,D,M,"{""vol_window"": 26}",Defensive anomaly (generated): BAB-lite split using a 26-day vol-ranking window.
2026-08-11T21:57:32,donchian_gen_48d,I,D,"{""window"": 48}","Breakout (generated): long a new 48-day high, short a new 48-day low."
2026-08-11T21:57:32,tsmom_gen_146d,A,M,"{""lookback_days"": 146}",Trend (generated): sign of the trailing 146-day return.
2026-08-11T21:57:32,low_vol_xsec_gen_180d,D,M,"{""vol_window"": 180}",Defensive anomaly (generated): BAB-lite split using a 180-day vol-ranking window.
2026-08-11T21:57:32,donchian_gen_45d,I,D,"{""window"": 45}","Breakout (generated): long a new 45-day high, short a new 45-day low."
2026-08-11T21:57:32,tsmom_gen_117d,A,M,"{""lookback_days"": 117}",Trend (generated): sign of the trailing 117-day return.
2026-08-11T21:57:32,low_vol_xsec_gen_103d,D,M,"{""vol_window"": 103}",Defensive anomaly (generated): BAB-lite split using a 103-day vol-ranking window.
2026-08-11T21:57:32,donchian_gen_59d,I,D,"{""window"": 59}","Breakout (generated): long a new 59-day high, short a new 59-day low."
2026-08-11T21:57:32,tsmom_gen_499d,A,M,"{""lookback_days"": 499}",Trend (generated): sign of the trailing 499-day return.
2026-08-11T21:57:32,low_vol_xsec_gen_162d,D,M,"{""vol_window"": 162}",Defensive anomaly (generated): BAB-lite split using a 162-day vol-ranking window.
2026-08-11T21:57:32,donchian_gen_108d,I,D,"{""window"": 108}","Breakout (generated): long a new 108-day high, short a new 108-day low."
2026-08-11T21:57:32,tsmom_gen_197d,A,M,"{""lookback_days"": 197}",Trend (generated): sign of the trailing 197-day return.
2026-08-11T21:57:32,low_vol_xsec_gen_175d,D,M,"{""vol_window"": 175}",Defensive anomaly (generated): BAB-lite split using a 175-day vol-ranking window.
2026-08-11T21:57:32,donchian_gen_111d,I,D,"{""window"": 111}","Breakout (generated): long a new 111-day high, short a new 111-day low."
2026-08-11T21:57:32,tsmom_gen_115d,A,M,"{""lookback_days"": 115}",Trend (generated): sign of the trailing 115-day return.
2026-08-11T21:57:32,low_vol_xsec_gen_68d,D,M,"{""vol_window"": 68}",Defensive anomaly (generated): BAB-lite split using a 68-day vol-ranking window.
2026-08-11T21:57:32,donchian_gen_55d,I,D,"{""window"": 55}","Breakout (generated): long a new 55-day high, short a new 55-day low."
2026-08-11T21:57:32,tsmom_gen_164d,A,M,"{""lookback_days"": 164}",Trend (generated): sign of the trailing 164-day return.
2026-08-11T21:57:32,low_vol_xsec_gen_76d,D,M,"{""vol_window"": 76}",Defensive anomaly (generated): BAB-lite split using a 76-day vol-ranking window.
2026-08-12T21:56:04,tsmom_gen_398d,A,M,"{""lookback_days"": 398}",Trend (generated): sign of the trailing 398-day return.
2026-08-12T21:56:04,low_vol_xsec_gen_88d,D,M,"{""vol_window"": 88}",Defensive anomaly (generated): BAB-lite split using a 88-day vol-ranking window.
2026-08-12T21:56:04,donchian_gen_71d,I,D,"{""window"": 71}","Breakout (generated): long a new 71-day high, short a new 71-day low."
2026-08-12T21:56:04,tsmom_gen_458d,A,M,"{""lookback_days"": 458}",Trend (generated): sign of the trailing 458-day return.
2026-08-12T21:56:04,low_vol_xsec_gen_23d,D,M,"{""vol_window"": 23}",Defensive anomaly (generated): BAB-lite split using a 23-day vol-ranking window.
2026-08-12T21:56:04,donchian_gen_46d,I,D,"{""window"": 46}","Breakout (generated): long a new 46-day high, short a new 46-day low."
2026-08-12T21:56:04,tsmom_gen_230d,A,M,"{""lookback_days"": 230}",Trend (generated): sign of the trailing 230-day return.
2026-08-12T21:56:04,low_vol_xsec_gen_108d,D,M,"{""vol_window"": 108}",Defensive anomaly (generated): BAB-lite split using a 108-day vol-ranking window.
2026-08-12T21:56:04,donchian_gen_26d,I,D,"{""window"": 26}","Breakout (generated): long a new 26-day high, short a new 26-day low."
2026-08-12T21:56:04,tsmom_gen_86d,A,M,"{""lookback_days"": 86}",Trend (generated): sign of the trailing 86-day return.
2026-08-12T21:56:04,low_vol_xsec_gen_146d,D,M,"{""vol_window"": 146}",Defensive anomaly (generated): BAB-lite split using a 146-day vol-ranking window.
2026-08-12T21:56:04,donchian_gen_58d,I,D,"{""window"": 58}","Breakout (generated): long a new 58-day high, short a new 58-day low."
2026-08-12T21:56:04,tsmom_gen_376d,A,M,"{""lookback_days"": 376}",Trend (generated): sign of the trailing 376-day return.
2026-08-12T21:56:04,low_vol_xsec_gen_49d,D,M,"{""vol_window"": 49}",Defensive anomaly (generated): BAB-lite split using a 49-day vol-ranking window.
2026-08-12T21:56:04,donchian_gen_20d,I,D,"{""window"": 20}","Breakout (generated): long a new 20-day high, short a new 20-day low."
2026-08-12T21:56:04,tsmom_gen_359d,A,M,"{""lookback_days"": 359}",Trend (generated): sign of the trailing 359-day return.
2026-08-12T21:56:04,low_vol_xsec_gen_53d,D,M,"{""vol_window"": 53}",Defensive anomaly (generated): BAB-lite split using a 53-day vol-ranking window.
2026-08-12T21:56:04,donchian_gen_113d,I,D,"{""window"": 113}","Breakout (generated): long a new 113-day high, short a new 113-day low."
2026-08-12T21:56:04,tsmom_gen_367d,A,M,"{""lookback_days"": 367}",Trend (generated): sign of the trailing 367-day return.
2026-08-12T21:56:04,low_vol_xsec_gen_133d,D,M,"{""vol_window"": 133}",Defensive anomaly (generated): BAB-lite split using a 133-day vol-ranking window.
2026-08-13T21:55:44,tsmom_gen_260d,A,M,"{""lookback_days"": 260}",Trend (generated): sign of the trailing 260-day return.
2026-08-13T21:55:44,low_vol_xsec_gen_41d,D,M,"{""vol_window"": 41}",Defensive anomaly (generated): BAB-lite split using a 41-day vol-ranking window.
2026-08-13T21:55:44,donchian_gen_38d,I,D,"{""window"": 38}","Breakout (generated): long a new 38-day high, short a new 38-day low."
2026-08-13T21:55:44,tsmom_gen_108d,A,M,"{""lookback_days"": 108}",Trend (generated): sign of the trailing 108-day return.
2026-08-13T21:55:44,low_vol_xsec_gen_67d,D,M,"{""vol_window"": 67}",Defensive anomaly (generated): BAB-lite split using a 67-day vol-ranking window.
2026-08-13T21:55:44,donchian_gen_77d,I,D,"{""window"": 77}","Breakout (generated): long a new 77-day high, short a new 77-day low."
2026-08-13T21:55:44,tsmom_gen_382d,A,M,"{""lookback_days"": 382}",Trend (generated): sign of the trailing 382-day return.
2026-08-13T21:55:44,low_vol_xsec_gen_119d,D,M,"{""vol_window"": 119}",Defensive anomaly (generated): BAB-lite split using a 119-day vol-ranking window.
2026-08-13T21:55:44,donchian_gen_15d,I,D,"{""window"": 15}","Breakout (generated): long a new 15-day high, short a new 15-day low."
2026-08-13T21:55:44,tsmom_gen_418d,A,M,"{""lookback_days"": 418}",Trend (generated): sign of the trailing 418-day return.
2026-08-13T21:55:44,low_vol_xsec_gen_15d,D,M,"{""vol_window"": 15}",Defensive anomaly (generated): BAB-lite split using a 15-day vol-ranking window.
2026-08-13T21:55:44,donchian_gen_104d,I,D,"{""window"": 104}","Breakout (generated): long a new 104-day high, short a new 104-day low."
2026-08-13T21:55:44,tsmom_gen_426d,A,M,"{""lookback_days"": 426}",Trend (generated): sign of the trailing 426-day return.
2026-08-13T21:55:44,low_vol_xsec_gen_64d,D,M,"{""vol_window"": 64}",Defensive anomaly (generated): BAB-lite split using a 64-day vol-ranking window.
2026-08-13T21:55:44,donchian_gen_18d,I,D,"{""window"": 18}","Breakout (generated): long a new 18-day high, short a new 18-day low."
2026-08-13T21:55:44,tsmom_gen_448d,A,M,"{""lookback_days"": 448}",Trend (generated): sign of the trailing 448-day return.
2026-08-13T21:55:44,low_vol_xsec_gen_169d,D,M,"{""vol_window"": 169}",Defensive anomaly (generated): BAB-lite split using a 169-day vol-ranking window.
2026-08-13T21:55:44,donchian_gen_25d,I,D,"{""window"": 25}","Breakout (generated): long a new 25-day high, short a new 25-day low."
2026-08-13T21:55:44,tsmom_gen_402d,A,M,"{""lookback_days"": 402}",Trend (generated): sign of the trailing 402-day return.
2026-08-13T21:55:44,low_vol_xsec_gen_160d,D,M,"{""vol_window"": 160}",Defensive anomaly (generated): BAB-lite split using a 160-day vol-ranking window.
2026-08-14T21:33:10,tsmom_gen_70d,A,M,"{""lookback_days"": 70}",Trend (generated): sign of the trailing 70-day return.
2026-08-14T21:33:10,low_vol_xsec_gen_118d,D,M,"{""vol_window"": 118}",Defensive anomaly (generated): BAB-lite split using a 118-day vol-ranking window.
2026-08-14T21:33:10,donchian_gen_49d,I,D,"{""window"": 49}","Breakout (generated): long a new 49-day high, short a new 49-day low."
2026-08-14T21:33:10,tsmom_gen_500d,A,M,"{""lookback_days"": 500}",Trend (generated): sign of the trailing 500-day return.
2026-08-14T21:33:10,low_vol_xsec_gen_100d,D,M,"{""vol_window"": 100}",Defensive anomaly (generated): BAB-lite split using a 100-day vol-ranking window.
2026-08-14T21:33:10,donchian_gen_102d,I,D,"{""window"": 102}","Breakout (generated): long a new 102-day high, short a new 102-day low."
2026-08-14T21:33:10,tsmom_gen_329d,A,M,"{""lookback_days"": 329}",Trend (generated): sign of the trailing 329-day return.
2026-08-14T21:33:10,low_vol_xsec_gen_12d,D,M,"{""vol_window"": 12}",Defensive anomaly (generated): BAB-lite split using a 12-day vol-ranking window.
2026-08-14T21:33:10,donchian_gen_19d,I,D,"{""window"": 19}","Breakout (generated): long a new 19-day high, short a new 19-day low."
2026-08-14T21:33:10,tsmom_gen_436d,A,M,"{""lookback_days"": 436}",Trend (generated): sign of the trailing 436-day return.
2026-08-14T21:33:10,low_vol_xsec_gen_159d,D,M,"{""vol_window"": 159}",Defensive anomaly (generated): BAB-lite split using a 159-day vol-ranking window.
2026-08-14T21:33:10,donchian_gen_51d,I,D,"{""window"": 51}","Breakout (generated): long a new 51-day high, short a new 51-day low."
